brandName_0_lang,brandName_0_value,brandName_1_lang,brandName_1_value,brandName_2_lang,brandName_2_value,gpcCode,gtin,netContent_0_measurementUnitCode,netContent_0_quantity,netContent_1_measurementUnitCode,netContent_1_quantity,netContent_2_measurementUnitCode,netContent_2_quantity,netContent_3_measurementUnitCode,netContent_3_quantity,netContent_4_measurementUnitCode,netContent_4_quantity,status,targetMarketCountryCode_0,targetMarketCountryCode_1,targetMarketCountryCode_2,tradeItemDescription_0_lang,tradeItemDescription_0_value,tradeItemDescription_1_lang,tradeItemDescription_1_value,tradeItemDescription_2_lang,tradeItemDescription_2_value,tradeItemImageUrl_0_lang,tradeItemImageUrl_0_value,tradeItemImageUrl_1_lang,tradeItemImageUrl_1_value,tradeItemImageUrl_2_lang,tradeItemImageUrl_2_value
pt-BR,Aussie,en-US,Aussie,,,10000346,00381519004711,OZA,8,MLT,236,,,,,,,ACTIVE,BR,US,,pt-BR,Creme de Tratamiento Aussie 3 Minute Miracle Moist 236ml,en-US,"Dry Hair Repair - Aussie Paraben-Free Miracle Moist 3 Minute Miracle Conditioner w/ Avocado, 8.0 fl oz",,,pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80302726_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80320665_master_preview,,
pt-BR,Aussie,en-US,Aussie,,,10000346,00381519181375,OZA,8,MLT,236,,,,,,,ACTIVE,BR,US,,pt-BR,Creme de Tratamiento Aussie 3 Minute Miracle Strong 236ml,en-US,"Damage Repair - Aussie Paraben-Free Total Miracle 3 Minute Miracle Conditioner w/ Apricot, 8.0 fl oz",,,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80320661_master_preview,,,,
pt-BR,Aussie,en-US,Aussie,,,10000346,00381519181863,OZA,8,MLT,236,,,,,,,ACTIVE,BR,US,,pt-BR,Creme de Tratamiento Aussie 3 Minute Miracle Smooth 236ml,en-US,"For Frizzy Hair – Aussie Paraben-Free Miracle Smooth 3 Minute Miracle Conditioner w/ Avocado, 8.0 fl oz",,,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80320662_master_preview,,,,
pt-BR,Gillette,,,,,10000535,00000075062613,GRM,56,MLT,57,,,,,,,ACTIVE,BR,,,pt-BR,Gillette Prestobarba Sensitive Pele Sensível Espuma De Barbear 57 ml,,,,,pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80306953_master_preview,,,,
pt-BR,Gillette,es-MX,Gillette,en-US,Gillette,10000535,00047400130715,GRM,198,OZA,7,,,,,,,ACTIVE,BR,MX,US,pt-BR,Gel de Barbear Gillette Mach 3 Hidratante 1 Unidad 198 g,es-MX,Gillette Mach3 Complete Defense Extra Comfort Gel De Afeitar 198 g,en-US,"Gillette Series Moisturizing Shave Gel, 7 Oz",pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80321587_master_preview,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80321587_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80319405_master_preview
pt-BR,Gillette,es-MX,Gillette,,,10000369,00047400179240,1N,2,,,,,,,,,ACTIVE,BR,MX,,pt-BR,Cartuchos de barbear  Gillette Mach3 2 Unidades,es-MX,Gillette Mach3 Cartuchos Para Afeitar 2 Unidades,,,pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80308873_master_preview,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80308845_master_preview,,
pt-BR,Gillette,es-MX,Gillette,,,10000369,00047400179660,1N,4,,,,,,,,,ACTIVE,BR,MX,,pt-BR,Carga Gillette Mach3 Regular- 4 unidades,es-MX,Gillette Mach3 Cartuchos Para Afeitar 4 Unidades,,,pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80308875_master_preview,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80308847_master_preview,,
pt-BR,Metamucil,,,,,10000866,00020800750158,GRM,174,,,,,,,,,ACTIVE,BR,,,pt-BR,Metamucil  Plantago Ovata Forssk Superfibra Natural Sabor Laranja 30 doses - 174 g,,,,,pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80308686_master_preview,,,,
pt-BR,Metamucil,,,,,10000866,00020800750165,1N,10,,,,,,,,,ACTIVE,BR,,,pt-BR,Metamucil Plantago Ovata Forssk Superfibra Natural Sabor Laranja 10 envelopes - 58.5 g,,,,,pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80314778_master_preview,,,,
pt-BR,Oral-B,es-MX,Oral-B,,,10000384,00300410826154,1N,1,,,,,,,,,ACTIVE,BR,MX,,pt-BR,Oral-B Escova Dental Ortodôntica,es-MX,Oral-B Cepillo Ortodontico 1 unidad,,,pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80281749_master_preview,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80307149_master_preview,,
pt-BR,Tampax,,,,,10000320,00020800600323,1N,10,,,,,,,,,ACTIVE,BR,,,pt-BR,Tampax Cartão Regular Absorventes Internos 10 Unidades,,,,,pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80275115_master_preview,,,,
pt-BR,Tampax,,,,,10000320,00020800600330,1N,10,,,,,,,,,ACTIVE,BR,,,pt-BR,Tampax Cartão Super Absorventes Internos 10 Unidades,,,,,pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80275116_master_preview,,,,
pt-BR,Tampax,es-MX,Tampax,,,10000320,00020800600347,1N,10,,,,,,,,,ACTIVE,BR,MX,,pt-BR,Tampax Cartão Super Plus Absorventes Internos 10 Unidades,es-MX,Tampax Super Plus Absorventes Internos 10 Unidades,,,pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80310542_master_preview,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80310542_master_preview,,
pt-BR,Venus,es-MX,Venus,en-US,Gillette,10000535,00047400141490,GRM,198,ONZ,7,,,,,,,ACTIVE,BR,MX,US,pt-BR,Gel para Depilação Gillette Venus Satin Care - 200 ml,es-MX,Gillette Satin Care Sensitive Gel Para Afeitar 198 g,en-US,Gillette Satin Care Sensitive Skin Shave Gel for Women 7 Oz,pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80258096_master_preview,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80321591_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80317245_master_preview
pt-BR,Vick,,,,,10000875,00000075066857,GRM,12,,,,,,,,,ACTIVE,BR,,,pt-BR,Vick BabyRub Bálsamo para bebês 12 g ,,,,,pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80322922_master_preview,,,,
pt-BR,Vick Inhaler,,,,,10000877,00000078911239,GRM,0.5,,,,,,,,,ACTIVE,BR,,,pt-BR,Vick Inalador para congestão nasal 1 unidade,,,,,pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80265078_master_preview,,,,
pt-BR,Vick Pyrena,,,,,10000876,00000075023393,GRM,50,,,,,,,,,ACTIVE,BR,,,pt-BR,Vick Pyrena Sabor Camomila chá para gripe 5 g,,,,,pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80265081_master_preview,,,,
pt-BR,Vick Pyrena,,,,,10000876,00000075029173,GRM,50,,,,,,,,,ACTIVE,BR,,,pt-BR,Vick Pyrena Sabor Canela e Maçã chá para gripe 5 g,,,,,pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80265082_master_preview,,,,
pt-BR,Vick Pyrena,,,,,10000876,00000078911246,1N,50,GRM,25,,,,,,,ACTIVE,BR,,,pt-BR,Vick Pyrena Sabor Mel e Limão Chá para Gripe 5 envelopes,,,,,,,,,,
pt-BR,Vick Vaporub,,,,,10000875,00000078911222,GRM,12,,,,,,,,,ACTIVE,BR,,,pt-BR,"Vick VapoRub Unguento 12 g para congestão nasal, tosse e dores musculares",,,,,pt-BR,https://delivery.pgbrandstore.com/api/public/content/fpc_80303989_master_preview,,,,
en-IN,Venus,,,,,10000370,00000096138700,1N,1,,,,,,,,,ACTIVE,IN,,,en-IN,Gillette Simply Venus Disposable Razor for Women ,,,,,en-IN,https://delivery.pgbrandstore.com/api/public/content/fpc_82244363_master_preview,,,,
es-MX,Always,,,,,10000376,00056100024798,1N,8,,,,,,,,,ACTIVE,MX,,,es-MX,Always Seca Noches Tranquilas Toallas Higiénicas Con Alas 8 Unidades,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80298081_master_preview,,,,
es-MX,Always,,,,,10000483,00056100663546,1N,16,,,,,,,,,ACTIVE,MX,,,es-MX,Always Diarios Extra Protección 16 Unidades,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80309504_master_preview,,,,
es-MX,Gillette,,,,,10000535,00000075061722,OZA,2,MLT,59,,,,,,,ACTIVE,MX,,,es-MX,Gillette Foamy Espuma De Afeitar 56GR,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80301373_master_preview,,,,
es-MX,Gillette,en-US,Gillette,,,10000535,00047400241459,ONZ,11,GRM,312,GRM,311,,,,,ACTIVE,MX,US,,es-MX,Gillette Foamy Piel Sensible Espuma Para Afeitar 322 ml,en-US,Gillette Foamy Sensitive Shave Cream 11 oz,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80295596_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80279293_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000368,00190679000019,MLT,400,OZA,13.5,,,,,,,ACTIVE,MX,US,,es-MX,Shampoo Herbal Essences Bio Renew Coconut Milk 400ml,en-US,"Herbal Essences bio:renew Coconut Milk Hydrating Shampoo, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80316596_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323432_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000368,00190679000026,OZA,13.5,MLT,400,,,,,,,ACTIVE,MX,US,,es-MX,Shampoo Herbal Essences Bio Renew White Grapefruit and Mosa Mint 400ml,en-US,"Herbal Essences bio:renew White Grapefruit & Mosa Mint Naked Volume Shampoo, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80316604_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323440_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000368,00190679000040,OZA,13.5,MLT,400,,,,,,,ACTIVE,MX,US,,es-MX,Herbal Essences Shampoo Aabica Coffee Fruit 400ML,en-US,"Herbal Essences bio:renew Arabica Coffee Fruit Volumizing Colorant-Free Shampoo, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80330761_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323426_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000368,00190679000057,OZA,13.5,MLT,400,,,,,,,ACTIVE,MX,US,,es-MX,Herbal Essences Shampoo Cucumber & Green Tea  400ML,en-US,"Herbal Essences bio:renew Cucumber & Green Tea Sheer Moisture Shampoo, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80330759_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323433_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000368,00190679000064,MLT,400,OZA,13.5,,,,,,,ACTIVE,MX,US,,es-MX,Shampoo Herbal Essences Bio Renew Golden Moringa Oil 400ml,en-US,"Herbal Essences bio:renew Golden Moringa Oil Smoothing Shampoo, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80316594_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323435_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000368,00190679000071,MLT,400,OZA,13.5,,,,,,,ACTIVE,MX,US,,es-MX,Shampoo Herbal Essences Bio Renew Passion Flower and Rice Milk 400ml,en-US,"Herbal Essences bio:renew Passion Flower & Rice Milk Nourishing Shampoo, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80308958_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323438_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000368,00190679000088,MLT,400,OZA,13.5,,,,,,,ACTIVE,MX,US,,es-MX,Shampoo Herbal Essences Bio Renew Argan Oil of Morocco 400ml,en-US,"Herbal Essences bio:renew Argan Oil Of Morocco Repairing Color-Safe Shampoo, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80316592_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323427_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000368,00190679000095,MLT,400,OZA,13.5,,,,,,,ACTIVE,MX,US,,es-MX,Shampoo Herbal Essences Bio Renew Rosemary and Herbs 400ml,en-US,"Herbal Essences bio:renew Rosemary & Herbs Shampoo, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80316598_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323439_master_preview,,
es-MX,Herbal Essences,,,,,10000368,00190679000101,OZA,13.5,MLT,400,,,,,,,ACTIVE,MX,,,es-MX,Shampoo Herbal Essences Bio Renew Vitamin E and Cocoa Butter 400ml,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80308956_master_preview,,,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000346,00190679000118,MLT,400,OZA,13.5,,,,,,,ACTIVE,MX,US,,es-MX,Acondicionador Herbal Essences Bio Renew Coconut Milk 400ml,en-US,"Herbal Essences Bio:renew Coconut Milk Conditioner, 13.5 Fl Oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80316597_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323404_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000346,00190679000125,OZA,13.5,MLT,400,,,,,,,ACTIVE,MX,US,,es-MX,Acondicionador Herbal Essences Bio Renew White Grapefruit and Mosa Mint 400ml,en-US,"Herbal Essences bio:renew White Grapefruit & Mosa Mint Volumizing Conditioner, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80316605_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323420_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000346,00190679000149,OZA,13.5,MLT,400,,,,,,,ACTIVE,MX,US,,es-MX,Herbal Essences Acondicionador Aabica Coffee Fruit 400ML,en-US,"Herbal Essences bio:renew Arabica Coffee Fruit Volumizing Conditioner, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80330764_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323396_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000346,00190679000156,OZA,13.5,MLT,400,,,,,,,ACTIVE,MX,US,,es-MX,Herbal Essences Acondicionador Cucumber & Green Tea  400ML,en-US,"Herbal Essences bio:renew Cucumber & Green Tea Sheer Moisture Conditioner, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80330760_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323405_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000346,00190679000163,MLT,400,OZA,13.5,,,,,,,ACTIVE,MX,US,,es-MX,Acondicionador Herbal Essences Bio Renew Golden Moringa Oil 400ml,en-US,"Herbal Essences Bio:renew Golden Moringa Oil Conditioner, 13.5 Fl Oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80316595_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323415_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000346,00190679000170,MLT,400,OZA,13.5,,,,,,,ACTIVE,MX,US,,es-MX,Acondicionador Herbal Essences Bio Renew Passion Flower and Rice Milk 400ml,en-US,"Herbal Essences bio:renew Passion Flower & Rice Milk Nourishing Conditioner, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80308959_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323418_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000346,00190679000187,MLT,400,OZA,13.5,,,,,,,ACTIVE,MX,US,,es-MX,Acondicionador Herbal Essences Bio Renew Argan Oil of Morocco 400ml,en-US,Herbal Essences bio:renew Argan Oil Of Morocco Repairing Color-Safe Conditioner 13.5 fl oz,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80316593_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323400_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000346,00190679000194,MLT,400,,,,,,,,,ACTIVE,MX,US,,es-MX,Herbal Essences SH CUCUMBER & GREEN TEA 400ML,en-US,"Herbal Essences bio:renew Rosemary & Herbs Conditioner, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80316599_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323419_master_preview,,
es-MX,Herbal Essences,,,,,10000346,00190679000200,OZA,13.5,MLT,400,,,,,,,ACTIVE,MX,,,es-MX,Acondicionador Herbal Essences Bio Renew Vitamin E and Cocoa Butter 400ml,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80316601_master_preview,,,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000346,00190679000798,OZA,13.5,MLT,400,,,,,,,ACTIVE,MX,US,,es-MX,Herbal Essences Acondicionador Blue Ginger  400ML,en-US,"Herbal Essences bio:renew Blue Ginger Refresh Conditioner, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80330763_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323417_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000368,00190679000804,MLT,400,OZA,13.5,,,,,,,ACTIVE,MX,US,,es-MX,Herbal Essences Shampoo Blue Ginger & Micellar Water  400ML,en-US,"Herbal Essences bio:renew Blue Ginger & Micellar Water Shampoo, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80330762_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323437_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000368,00190679001153,OZA,29.2,MLT,865,,,,,,,ACTIVE,MX,US,,es-MX,Shampoo Herbal Essences Bio Renew Argan Oil of Morocco 865ml,en-US,"Herbal Essences bio:renew Argan Oil Of Morocco Repairing Color-Safe Shampoo, 29.2 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80316948_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80323948_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000368,00381519180736,OZA,13.5,MLT,400,ONZ,13.5,,,,,ACTIVE,MX,US,,es-MX,Shampoo Herbal Essences Classics Smooth 400ml,en-US,"Herbal Essences Smooth Collection Shampoo with Rose Hips & Jojoba Extracts, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80317613_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80300753_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000368,00381519180743,OZA,13.5,MLT,400,,,,,,,ACTIVE,MX,US,,es-MX,Shampoo Herbal Essences Classics Shine 400ml,en-US,"Herbal Essences Shine Collection Shampoo, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80317615_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80300752_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000346,00381519180750,OZA,13.5,MLT,400,,,,,,,ACTIVE,MX,US,,es-MX,Acondicionador Herbal Essences Classics Shine 400ml,en-US,"Herbal Essences Shine Collection Conditioner, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80317616_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80300749_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000346,00381519180767,OZA,13.5,MLT,400,,,,,,,ACTIVE,MX,US,,es-MX,Acondicionador Herbal Essences Classics Smooth 400ml,en-US,"Herbal Essences Smooth Collection Conditioner with Rose Hips & Jojoba Extracts, 13.5 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80317614_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80300750_master_preview,,
es-MX,Herbal Essences,en-US,Herbal Essences,,,10000368,00381519181191,OZA,33.8,LTR,1,,,,,,,ACTIVE,MX,US,,es-MX,Shampoo Herbal Essences Classics Smooth 1000ml,en-US,"Herbal Essences Smooth Collection Shampoo with Rose Hips & Jojoba Extracts, 33.8 fl oz",,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80321492_master_preview,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80300850_master_preview,,
es-MX,Metamucil,,,,,10000866,00020800790222,E27,30,GRM,210,,,,,,,ACTIVE,MX,,,es-MX,Metamucil Fibra Natural Sabor Natural tarro de 210 g - 30 dosis,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80302894_master_preview,,,,
es-MX,Metamucil,,,,,10000866,00020800790246,E27,72,GRM,504,,,,,,,ACTIVE,MX,,,es-MX,Metamucil Fibra Natural Sabor Natural tarro de 504 g - 72 dosis,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80302893_master_preview,,,,
es-MX,Metamucil,,,,,10000866,00020800790253,E27,30,GRM,174,,,,,,,ACTIVE,MX,,,es-MX,Metamucil Fibra Natural Sabor Naranja tarro de 174 g - 30 dosis,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80302896_master_preview,,,,
es-MX,Old Spice,,,,,10000338,00000075917265,MLT,50,,,,,,,,,ACTIVE,MX,,,es-MX,Old Spice Roll On Antitranspirante Fresh  52 gr,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80296402_master_preview,,,,
es-MX,Old Spice,,,,,10000338,00020800307642,GRM,50,,,,,,,,,ACTIVE,MX,,,es-MX,Old Spice Barra Antitranspirante Fresh  50 gr,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80311344_master_preview,,,,
es-MX,Old Spice,,,,,10000338,00020800722452,GRM,50,,,,,,,,,ACTIVE,MX,,,es-MX,Old Spice Barra Desodorante After Party 50 gr,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80320302_master_preview,,,,
es-MX,Oral-B,,,,,10000781,00069055842973,1N,1,,,,,,,,,ACTIVE,MX,,,es-MX,Oral-B Vitality Presicion Clean Cepillo Eléctrico Recargable 1 unidad,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80308658_master_preview,,,,
es-MX,Pepto-Bismol,,,,,10000870,00020800753050,MLT,236,,,,,,,,,ACTIVE,MX,,,es-MX,Pepto-Bismol Suspensión Sabor Original 236 ml - Alivio para el malestar estomacal,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80302589_master_preview,,,,
es-MX,Pepto-Bismol,,,,,10000870,00020800753067,MLT,118,,,,,,,,,ACTIVE,MX,,,es-MX,Pepto-Bismol Suspensión Sabor Original 118 ml - Alivio para el malestar estomacal,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80302587_master_preview,,,,
es-MX,Pepto-Bismol,,,,,10000870,00020800755726,MLT,236,,,,,,,,,ACTIVE,MX,,,es-MX,Pepto-Bismol Plus Suspensión Sabor Original 236 ml - Alivio para el malestar estomacal,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80302591_master_preview,,,,
es-MX,Pepto-Bismol,,,,,10000870,00020800756440,MLT,118,,,,,,,,,ACTIVE,MX,,,es-MX,Pepto-Bismol Suspensión Sabor Cereza 118 ml - Alivio para el malestar estomacal,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80302590_master_preview,,,,
es-MX,Perma Sharp II,,,,,10000370,00000075010478,1N,24,,,,,,,,,ACTIVE,MX,,,es-MX,Perma Sharp ll Máquinas Para Afeitar 24 Unidades,,,,,es-MX,https://delivery.pgbrandstore.com/api/public/content/fpc_80306571_master_preview,,,,
en-US,Align,,,,,10000468,00037000143437,1N,28,,,,,,,,,ACTIVE,US,,,en-US,"Align Probiotic, 24/7 Digestive Support, Probiotic Supplement, 28 Capsules",,,,,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80324270_master_preview,,,,
en-US,Align,,,,,10000468,00037000244639,1N,49,,,,,,,,,ACTIVE,US,,,en-US,"Align Probiotic, 24/7 Digestive Support, Probiotic Supplement, 49 Capsules",,,,,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80324274_master_preview,,,,
en-US,Align,,,,,10000468,00037000293101,1N,42,,,,,,,,,ACTIVE,US,,,en-US,"Align Probiotic, 5x Extra Strength, Probiotic Supplement, 42 capsules",,,,,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80325280_master_preview,,,,
en-US,Align,,,,,10000468,00037000294177,1N,42,,,,,,,,,ACTIVE,US,,,en-US,"Align Probiotic, 24/7 Digestive Support, Probiotic Supplement, 42 Capsules",,,,,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80324272_master_preview,,,,
en-US,Align,,,,,10000468,00037000478669,1N,28,,,,,,,,,ACTIVE,US,,,en-US,"Align Probiotic, 24/7 Digestive Support, Probiotic Supplement, 28 Capsules",,,,,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80324264_master_preview,,,,
en-US,Align,,,,,10000468,00037000484776,1N,28,,,,,,,,,ACTIVE,US,,,en-US,"Align Probiotic, Whole Food Blend, Dietary Supplement, 28 Capsules",,,,,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80328360_master_preview,,,,
en-US,Align,,,,,10000468,00037000491095,1N,63,,,,,,,,,ACTIVE,US,,,en-US,"Align Probiotic, 24/7 Digestive Support, Probiotic Supplement, 63 Capsules",,,,,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80324278_master_preview,,,,
en-US,Align,,,,,10000468,00037000492818,1N,50,,,,,,,,,ACTIVE,US,,,en-US,"Align Kids Probiotic, Dietary Supplement, Mixed Fruit, 50 Gummies",,,,,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80328850_master_preview,,,,
en-US,Align,,,,,10000468,00037000505051,1N,21,,,,,,,,,ACTIVE,US,,,en-US,"Align Extra Strength Probiotic Supplement, 24/7 Digestive Support, 5x More Good Bacteria, 21 Capsules",,,,,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80317067_master_preview,,,,
en-US,Align,,,,,10000468,00037000919575,1N,50,,,,,,,,,ACTIVE,US,,,en-US,"Align Energy & Immune Prebiotic + Probiotic, Dietary Supplement, 50 Gummies",,,,,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80324546_master_preview,,,,
en-US,Align,,,,,10000468,00037000919957,1N,50,,,,,,,,,ACTIVE,US,,,en-US,"Align Women's Health, Prebiotic + Probiotic, Dietary Supplement, with Cranberry for feminine health, 50 Gummies",,,,,en-US,https://delivery.pgbrandstore.com/api/public/content/fpc_80324547_master_preview,,,,
